"Created.Date","Anticipated.Start.Year","Recruiting.Category","State","Student.Stage","App.Application.Status","Lead.Segment.NRCCUA","Lead.Segment.Cappex","Lead.Segment.College.Board","n"
2017-10-12,2020,"PJRIG","In-State","Applicant","Withdrawn (Before Decision)","","","",7
2017-10-12,2020,"PJRIG","In-State","Inquiry","","","","",23
2017-10-12,2020,"PJRIG","In-State","Inquiry","Admitted (Not Confirmed)","","","",1
2017-10-12,2020,"PJRIG","In-State","Inquiry","Confirmed","","","",1
2017-10-12,2020,"PJRIG","In-State","Inquiry","Enrolled","","","",5
2017-10-12,2020,"PJRIG","In-State","Inquiry","Withdrawn (After Admitted)","","","",12
2017-10-12,2020,"PJRIG","In-State","Lead","","","","",11
2017-10-12,2020,"PJRIG","In-State","Lead","Enrolled","NSRIH-2020-02","","",1
2017-10-12,2020,"PJRIG","Out-State","Applicant","Enrolled","","","",1
2017-10-12,2020,"PJRIG","Out-State","Applicant","Incomplete","","","",1
2017-10-12,2020,"PJROG","Out-State","Applicant","Incomplete","","","",1
2017-10-12,2020,"PJROG","Out-State","Applicant","Withdrawn (After Admitted)","","","",2
2017-10-12,2020,"PJROG","Out-State","Inquiry","","","","",6
2017-10-12,2020,"PJROG","Out-State","Lead","","","","",6
2017-10-12,2020,"PJROH","Out-State","Applicant","Incomplete","","","",1
2017-10-12,2020,"PJROH","Out-State","Inquiry","","","","",1
2017-10-12,2020,"PJROH","Out-State","Inquiry","Enrolled","","","",1
2017-10-12,2020,"PJROH","Out-State","Lead","","","","",3
2017-10-12,2020,"PJROH","Out-State","Lead","Withdrawn (After Admitted)","NSROH-2020-02","","",1
2017-10-12,2020,"PSRIG","In-State","Applicant","Confirmed","","","",1
2017-10-12,2020,"PSRIG","In-State","Applicant","Denied","","","",1
2017-10-12,2020,"PSRIG","In-State","Applicant","Enrolled","","","",3
2017-10-12,2020,"PSRIG","In-State","Applicant","Withdrawn (After Confirmed)","","","",1
2017-10-12,2020,"PSRIG","In-State","Inquiry","","","","",2
2017-10-12,2020,"PSRIG","In-State","Lead","","","","",2
2017-10-12,2020,"PSROG","Out-State","Applicant","Incomplete","","","",1
2017-10-12,2021,"NJRIG","In-State","Applicant","Incomplete","","","",1
2017-10-12,2021,"NJRIG","In-State","Inquiry","","","","",1
2017-10-12,2021,"PJRIG","In-State","Applicant","Admitted (Not Confirmed)","","","",1
2017-10-12,2021,"PJRIG","In-State","Applicant","Confirmed","","","",1
2017-10-12,2021,"PJRIG","In-State","Applicant","Incomplete","","","",3
2017-10-12,2021,"PJRIG","In-State","Applicant","Withdrawn (After Admitted)","","","",2
2017-10-12,2021,"PJRIG","In-State","Applicant","Withdrawn (Before Decision)","","","",1
2017-10-12,2021,"PJRIG","In-State","Inquiry","","","","",7
2017-10-12,2021,"PJRIG","In-State","Lead","","","","",1
2017-10-12,2021,"PJRIH","In-State","Lead","","","","",1
2017-10-12,2021,"PJROG","Out-State","Applicant","Confirmed","","","",2
2017-10-12,2021,"PJROG","Out-State","Lead","","","","PJROU-2020-04;PJROU-2020-04;PPHOA-2020-04;PPHOH-2020-02;PJROG-2020-02;PPHOG-2020-02;PJROH-2020-02;PJROA-2020-02;PJROG-2020-02;PPHOG-2020-02;PPHOA-2020-02;PPHOA-2020-02;PJROH-2020-02;PPHOH-2020-02;PPHOH-2020-02;PSROA-2020-02;PJROH-2020-02;PJROA-2020-02;PSR",1
2017-10-12,2021,"PSRIG","In-State","Applicant","Complete (No Decision)","","","",1
2017-10-12,2021,"PSRIG","In-State","Applicant","Withdrawn (After Admitted)","","","",1
2017-10-12,2021,"PSRIG","In-State","Inquiry","","","","",1
2018-02-22,0,"PJRIG","In-State","Inquiry","","","","",3
2018-02-22,3,"PJROG","Out-State","Inquiry","","","","",1
2018-02-22,2012,"PJROG","Out-State","Lead","","","","",1
2018-02-22,2018,"","In-State","Applicant","Denied","","","",1
2018-02-22,2018,"","In-State","Applicant","Enrolled","","","",1
2018-02-22,2018,"","In-State","Applicant","USM Graduate Confirmed","","","",1
2018-02-22,2018,"","In-State","Applicant","USM Graduate Enrolled","","","",1
2018-02-22,2018,"","In-State","Applicant","Withdrawn (After Admitted)","","","",1
2018-02-22,2018,"","In-State","Applicant","Withdrawn (Before Decision)","","","",1
2018-02-22,2018,"","In-State","Inquiry","","","","",2
2018-02-22,2018,"","Out-State","Applicant","Denied","","","",1
2018-02-22,2018,"","Out-State","Applicant","Withdrawn (After Admitted)","","","",5
2018-02-22,2018,"","Out-State","Inquiry","","","","",4
2018-02-22,2018,"ESTD","In-State","Inquiry","","","","",3
2018-02-22,2018,"PJRIG","In-State","Applicant","Withdrawn (Before Decision)","","","",1
2018-02-22,2018,"PJRIG","In-State","Inquiry","","","","",14
2018-02-22,2018,"PJRIG","In-State","Lead","","","","",1
2018-02-22,2018,"PJROG","Out-State","Inquiry","","","","",13
2018-02-22,2018,"PJROG","Out-State","Lead","","","","",2
2018-02-22,2018,"PSRIG","In-State","Applicant","Confirmed","","","",1
2018-02-22,2018,"PSRIG","In-State","Applicant","Denied","","","",1
2018-02-22,2018,"PSRIG","In-State","Applicant","Enrolled","","","",3
2018-02-22,2018,"PSRIG","In-State","Applicant","Withdrawn (After Admitted)","","","",2
2018-02-22,2018,"PSRIG","In-State","Applicant","Withdrawn (Before Decision)","","","",2
2018-02-22,2018,"PSRIG","In-State","Inquiry","","","","",9
2018-02-22,2018,"PSRIG","In-State","Inquiry","Withdrawn (After Confirmed)","","","",1
2018-02-22,2018,"PSRIG","In-State","Lead","","","","",969
2018-02-22,2018,"PSRIG","In-State","Lead","Withdrawn (After Admitted)","","","",1
2018-02-22,2018,"PSRIG","In-State","Lead","Withdrawn (Before Decision)","","","",1
2018-02-22,2018,"PSRIG","Out-State","Lead","","","","",1
2018-02-22,2019,"","In-State","Applicant","Withdrawn (After Admitted)","","","",1
2018-02-22,2019,"","Out-State","Inquiry","","","","",2
2018-02-22,2019,"Baseball Recruit","In-State","Applicant","Withdrawn (After Admitted)","","","",1
2018-02-22,2019,"ESTD","In-State","Applicant","Enrolled","","","",4
2018-02-22,2019,"ESTD","In-State","Applicant","Enrolled","NSRIH-2020-02","","",1
2018-02-22,2019,"ESTD","In-State","Applicant","Withdrawn (After Admitted)","","","",9
2018-02-22,2019,"ESTD","In-State","Applicant","Withdrawn (After Admitted)","NSRIH-2020-02","","",1
2018-02-22,2019,"ESTD","In-State","Inquiry","","","","",8
2018-02-22,2019,"NJRIG","In-State","Applicant","Denied","","","",1
2018-02-22,2019,"NJRIH","In-State","Applicant","Enrolled","","","",1
2018-02-22,2019,"NJROG","Out-State","Inquiry","","","","",1
2018-02-22,2019,"NJROG","Out-State","Lead","Withdrawn (After Admitted)","","","",1
2018-02-22,2019,"NJROH","Out-State","Inquiry","","","","",1
2018-02-22,2019,"NSRIH","In-State","Applicant","Withdrawn (After Admitted)","","","",1
2018-02-22,2019,"NSRIH","In-State","Inquiry","","","","",1
2018-02-22,2019,"NSROG","Out-State","Inquiry","","","","",1
2018-02-22,2019,"NSROG","Out-State","Lead","Enrolled","","","",1
2018-02-22,2019,"PJRIG","In-State","Applicant","Confirmed","","","",10
2018-02-22,2019,"PJRIG","In-State","Applicant","Denied","","","",33
2018-02-22,2019,"PJRIG","In-State","Applicant","Enrolled","","","",147
2018-02-22,2019,"PJRIG","In-State","Applicant","Withdrawn (After Admitted)","","","",343
2018-02-22,2019,"PJRIG","In-State","Applicant","Withdrawn (After Confirmed)","","","",14
2018-02-22,2019,"PJRIG","In-State","Applicant","Withdrawn (Before Decision)","","","",21
2018-02-22,2019,"PJRIG","In-State","Inquiry","","","","",330
2018-02-22,2019,"PJRIG","In-State","Inquiry","","NSRIH-2020-02","","",4
2018-02-22,2019,"PJRIG","In-State","Inquiry","Enrolled","","","",3
2018-02-22,2019,"PJRIG","In-State","Inquiry","Withdrawn (After Admitted)","","","",4
2018-02-22,2019,"PJRIG","In-State","Lead","","","","",2766
2018-02-22,2019,"PJRIG","In-State","Lead","","NSRIH-2020-02","","",7
2018-02-22,2019,"PJRIG","In-State","Lead","Confirmed","","","",1
2018-02-22,2019,"PJRIG","In-State","Lead","Denied","","","",1
2018-02-22,2019,"PJRIG","In-State","Lead","Enrolled","","","",6
2018-02-22,2019,"PJRIG","In-State","Lead","Withdrawn (After Admitted)","","","",10
2018-02-22,2019,"PJRIG","In-State","Lead","Withdrawn (Before Decision)","","","",1
2018-02-22,2019,"PJRIG","Out-State","Applicant","Withdrawn (After Admitted)","","","",2
2018-02-22,2019,"PJRIG","Out-State","Applicant","Withdrawn (Before Decision)","","","",1
2018-02-22,2019,"PJRIG","Out-State","Inquiry","","","","",2
2018-02-22,2019,"PJRIG","Out-State","Lead","","","","",5
2018-02-22,2019,"PJROG","In-State","Applicant","Enrolled","","","",1
2018-02-22,2019,"PJROG","In-State","Inquiry","","","","",1
2018-02-22,2019,"PJROG","Out-State","Applicant","Confirmed","","","",2
2018-02-22,2019,"PJROG","Out-State","Applicant","Denied","","","",7
2018-02-22,2019,"PJROG","Out-State","Applicant","Enrolled","","","",29
2018-02-22,2019,"PJROG","Out-State","Applicant","Withdrawn (After Admitted)","","","",177
2018-02-22,2019,"PJROG","Out-State","Applicant","Withdrawn (Before Decision)","","","",42
2018-02-22,2019,"PJROG","Out-State","Inquiry","","","","",369
2018-02-22,2019,"PJROG","Out-State","Inquiry","Enrolled","","","",2
2018-02-22,2019,"PJROG","Out-State","Inquiry","Withdrawn (After Admitted)","","","",4
2018-02-22,2019,"PJROG","Out-State","Inquiry","Withdrawn (Before Decision)","","","",1
2018-02-22,2019,"PJROG","Out-State","Lead","","","","",20469
2018-02-22,2019,"PJROG","Out-State","Lead","","NJROG-2020-02","","",3
2018-02-22,2019,"PJROG","Out-State","Lead","","NSROG-2020-02","","",6
2018-02-22,2019,"PJROG","Out-State","Lead","","NSROH-2020-02","","",4
2018-02-22,2019,"PJROG","Out-State","Lead","Withdrawn (After Admitted)","","","",1
2018-02-22,2019,"PSRIG","In-State","Applicant","Confirmed","","","",2
2018-02-22,2019,"PSRIG","In-State","Applicant","Denied","","","",2
2018-02-22,2019,"PSRIG","In-State","Applicant","Enrolled","","","",6
2018-02-22,2019,"PSRIG","In-State","Applicant","Incomplete","","","",1
2018-02-22,2019,"PSRIG","In-State","Applicant","Withdrawn (After Admitted)","","","",4
2018-02-22,2019,"PSRIG","In-State","Inquiry","","","","",2
2018-02-22,2019,"PSRIG","In-State","Lead","","","","",26
2018-02-22,2019,"PSROG","Out-State","Applicant","Withdrawn (After Confirmed)","","","",1
2018-02-22,2019,"PSROG","Out-State","Inquiry","","","","",1
2018-02-22,2019,"PSROG","Out-State","Lead","","","","",41
2018-02-22,2019,"PSROH","Out-State","Applicant","Withdrawn (After Admitted)","","","",1
2018-02-22,2019,"PSROH","Out-State","Inquiry","","","","",1
2018-02-22,2019,"PSROH","Out-State","Lead","","","","",49
2018-02-22,2020,"","In-State","Applicant","USM Graduate Enrolled","","","",1
2018-02-22,2020,"ESTD","In-State","Applicant","Withdrawn (Before Decision)","","","",1
2018-02-22,2020,"NJROH","Out-State","Inquiry","","","","",2
2018-02-22,2020,"NSRIG","In-State","Lead","Withdrawn (After Admitted)","","","",1
2018-02-22,2020,"NSRIH","In-State","Applicant","Confirmed","","","",1
2018-02-22,2020,"PJRIG","In-State","Applicant","Admitted (Not Confirmed)","","","",7
2018-02-22,2020,"PJRIG","In-State","Applicant","Confirmed","","","",4
2018-02-22,2020,"PJRIG","In-State","Applicant","Denied","","","",7
2018-02-22,2020,"PJRIG","In-State","Applicant","Enrolled","","","",30
2018-02-22,2020,"PJRIG","In-State","Applicant","Hold (More Information Needed)","","","",2
2018-02-22,2020,"PJRIG","In-State","Applicant","Incomplete","","","",5
2018-02-22,2020,"PJRIG","In-State","Applicant","Withdrawn (After Admitted)","","","",11
2018-02-22,2020,"PJRIG","In-State","Applicant","Withdrawn (After Confirmed)","","","",2
2018-02-22,2020,"PJRIG","In-State","Applicant","Withdrawn (After Confirmed)","NSRIH-2020-02","","",1
2018-02-22,2020,"PJRIG","In-State","Applicant","Withdrawn (Before Decision)","","","",2
2018-02-22,2020,"PJRIG","In-State","Inquiry","","","","",16
2018-02-22,2020,"PJRIG","In-State","Inquiry","Enrolled","","","",6
2018-02-22,2020,"PJRIG","In-State","Inquiry","Withdrawn (After Admitted)","","","",6
2018-02-22,2020,"PJRIG","In-State","Inquiry","Withdrawn (Before Decision)","","","",1
2018-02-22,2020,"PJRIG","In-State","Lead","","","","",2
2018-02-22,2020,"PJRIG","Out-State","Applicant","Enrolled","","","",1
2018-02-22,2020,"PJROG","Out-State","Applicant","Admitted (Not Confirmed)","","","",2
2018-02-22,2020,"PJROG","Out-State","Applicant","Confirmed","","","",1
2018-02-22,2020,"PJROG","Out-State","Applicant","Enrolled","","","",1
2018-02-22,2020,"PJROG","Out-State","Applicant","Incomplete","","","",2
2018-02-22,2020,"PJROG","Out-State","Applicant","Withdrawn (After Admitted)","","","",2
2018-02-22,2020,"PJROG","Out-State","Applicant","Withdrawn (After Confirmed)","","","",1
2018-02-22,2020,"PJROG","Out-State","Applicant","Withdrawn (Before Decision)","","","",3
2018-02-22,2020,"PJROG","Out-State","Inquiry","","","","",17
2018-02-22,2020,"PJROG","Out-State","Inquiry","Withdrawn (After Admitted)","","","",2
2018-02-22,2020,"PJROG","Out-State","Inquiry","Withdrawn (After Confirmed)","","","",1
2018-02-22,2020,"PJROG","Out-State","Lead","","","","",4
2018-02-22,2020,"PSRIG","In-State","Applicant","Admitted (Not Confirmed)","","","",1
2018-02-22,2020,"PSRIG","In-State","Applicant","Confirmed","","","",1
2018-02-22,2020,"PSRIG","In-State","Applicant","Denied","","","",1
2018-02-22,2020,"PSRIG","In-State","Applicant","Enrolled","","","",1
2018-02-22,2020,"PSRIG","In-State","Applicant","Withdrawn (After Admitted)","","","",1
2018-02-22,2020,"PSRIG","In-State","Inquiry","","","","",1
2018-02-22,2020,"PSRIG","In-State","Lead","","","","",1
2018-02-22,2021,"PJRIG","In-State","Applicant","Incomplete","","","",1
2018-02-22,2021,"PJRIG","In-State","Inquiry","","","","",2
2018-02-22,2021,"PJROG","Out-State","Inquiry","","","","",2
2018-02-22,2021,"PJROG","Out-State","Lead","","","","",1
2018-02-22,2023,"PJRIG","In-State","Applicant","Complete (No Decision)","","","",1
2018-02-22,2023,"PJROG","Out-State","Inquiry","","","","",1
2018-02-22,NA,"","Out-State","Inquiry","","","","",4
2018-02-26,0,"PSROH","Out-State","Inquiry","","","","",1
2018-02-26,3,"NJROG","Out-State","Inquiry","","","","",1
2018-02-26,3,"NJROH","Out-State","Inquiry","","","","",1
2018-02-26,4,"NJROH","Out-State","Inquiry","","","","",1
2018-02-26,2018,"","In-State","Applicant","Denied","","","",1
2018-02-26,2018,"","In-State","Inquiry","","","","",4
2018-02-26,2018,"","Out-State","Inquiry","","","","",4
2018-02-26,2018,"NJRIH","In-State","Inquiry","","","","",4
2018-02-26,2018,"NJROG","Out-State","Inquiry","","","","",3
2018-02-26,2018,"NJROH","Out-State","Inquiry","","","","",7
2018-02-26,2018,"NSRIG","In-State","Applicant","Enrolled","","","",2
2018-02-26,2018,"NSRIG","In-State","Applicant","Withdrawn (After Admitted)","","","",1
2018-02-26,2018,"NSRIG","In-State","Applicant","Withdrawn (Before Decision)","","","",1
2018-02-26,2018,"NSRIG","In-State","Inquiry","","","","",5
2018-02-26,2018,"NSRIG","In-State","Lead","","","","",174
2018-02-26,2019,"","In-State","Applicant","Withdrawn (After Admitted)","","","",2
2018-02-26,2019,"","Out-State","Inquiry","","","","",4
2018-02-26,2019,"Basketball Recruit","Out-State","Inquiry","","","","",1
2018-02-26,2019,"ESTD","In-State","Inquiry","","","","",1
2018-02-26,2019,"NJRIG","In-State","Applicant","Enrolled","","","",2
2018-02-26,2019,"NJRIG","In-State","Applicant","Withdrawn (After Admitted)","","","",5
2018-02-26,2019,"NJRIG","In-State","Inquiry","","","","",7
2018-02-26,2019,"NJRIG","In-State","Lead","","","","",80
2018-02-26,2019,"NJRIH","In-State","Applicant","Enrolled","","","",4
2018-02-26,2019,"NJRIH","In-State","Applicant","Withdrawn (After Admitted)","","","",4
2018-02-26,2019,"NJRIH","In-State","Applicant","Withdrawn (After Confirmed)","","","",1
2018-02-26,2019,"NJRIH","In-State","Applicant","Withdrawn (Before Decision)","","","",1
2018-02-26,2019,"NJRIH","In-State","Inquiry","","","","",5
2018-02-26,2019,"NJRIH","In-State","Inquiry","Withdrawn (After Admitted)","","","",1
2018-02-26,2019,"NJRIH","In-State","Lead","","","","",62
2018-02-26,2019,"NJROG","Out-State","Applicant","Denied","","","",1
2018-02-26,2019,"NJROG","Out-State","Applicant","Enrolled","","","",4
2018-02-26,2019,"NJROG","Out-State","Applicant","Withdrawn (After Admitted)","","","",23
2018-02-26,2019,"NJROG","Out-State","Applicant","Withdrawn (Before Decision)","","","",7
2018-02-26,2019,"NJROG","Out-State","Inquiry","","","","",113
2018-02-26,2019,"NJROG","Out-State","Inquiry","Withdrawn (After Admitted)","","","",1
2018-02-26,2019,"NJROG","Out-State","Lead","","","","",10004
2018-02-26,2019,"NJROG","Out-State","Lead","Withdrawn (After Admitted)","","","",1
2018-02-26,2019,"NJROH","Out-State","Applicant","Enrolled","","","",9
2018-02-26,2019,"NJROH","Out-State","Applicant","Incomplete","","","",1
2018-02-26,2019,"NJROH","Out-State","Applicant","Withdrawn (After Admitted)","","","",58
2018-02-26,2019,"NJROH","Out-State","Applicant","Withdrawn (After Confirmed)","","","",1
2018-02-26,2019,"NJROH","Out-State","Applicant","Withdrawn (Before Decision)","","","",11
2018-02-26,2019,"NJROH","Out-State","Inquiry","","","","",197
2018-02-26,2019,"NJROH","Out-State","Inquiry","Withdrawn (After Admitted)","","","",1
2018-02-26,2019,"NJROH","Out-State","Lead","","","","",9358
2018-02-26,2019,"NJROH","Out-State","Lead","Withdrawn (After Admitted)","","","",1
2018-02-26,2019,"NJROH","Out-State","Lead","Withdrawn (Before Decision)","","","",1
2018-02-26,2019,"NSRIG","In-State","Applicant","Enrolled","","","",1
2018-02-26,2019,"NSRIG","In-State","Applicant","Withdrawn (After Admitted)","","","",1
2018-02-26,2019,"NSRIG","In-State","Inquiry","","","","",1
2018-02-26,2019,"NSROG","Out-State","Lead","","","","",14
2018-02-26,2019,"NSROH","Out-State","Lead","","","","",27
2018-02-26,2019,"PSRIG","In-State","Applicant","Enrolled","","","",3
2018-02-26,2019,"PSRIG","In-State","Applicant","Withdrawn (After Admitted)","","","",1
2018-02-26,2019,"PSRIG","In-State","Inquiry","","","","",4
2018-02-26,2019,"PSRIG","In-State","Lead","","","","",38
2018-02-26,2019,"PSRIG","In-State","Lead","Enrolled","","","",1
2018-02-26,2019,"PSROG","Out-State","Applicant","Withdrawn (After Admitted)","","","",2
2018-02-26,2019,"PSROG","Out-State","Inquiry","","","","",1
2018-02-26,2019,"PSROG","Out-State","Lead","","","","",382
2018-02-26,2019,"PSROH","Out-State","Applicant","Enrolled","","","",3
2018-02-26,2019,"PSROH","Out-State","Applicant","Withdrawn (After Admitted)","","","",21
2018-02-26,2019,"PSROH","Out-State","Applicant","Withdrawn (Before Decision)","","","",6
2018-02-26,2019,"PSROH","Out-State","Inquiry","","","","",29
2018-02-26,2019,"PSROH","Out-State","Lead","","","","",8545
2018-02-26,2019,"PSROH","Out-State","Lead","","NJROG-2020-02","","",1
2018-02-26,2019,"Volleyball Recruit","Out-State","Inquiry","","","","",1
2018-02-26,2020,"","In-State","Inquiry","","","","",1
2018-02-26,2020,"","Out-State","Inquiry","","","","",2
2018-02-26,2020,"NJRIG","In-State","Inquiry","","","","",4
2018-02-26,2020,"NJRIH","In-State","Applicant","Withdrawn (After Confirmed)","","","",1
2018-02-26,2020,"NJRIH","In-State","Inquiry","Withdrawn (After Admitted)","","","",1
2018-02-26,2020,"NJRIH","In-State","Lead","","","","PSRIH-2020-02",1
2018-02-26,2020,"NJROG","Out-State","Applicant","Admitted (Not Confirmed)","","","",1
2018-02-26,2020,"NJROG","Out-State","Applicant","Enrolled","","","",1
2018-02-26,2020,"NJROG","Out-State","Inquiry","","","","",11
2018-02-26,2020,"NJROG","Out-State","Inquiry","Withdrawn (After Admitted)","","","",1
2018-02-26,2020,"NJROG","Out-State","Lead","","","","",2
2018-02-26,2020,"NJROH","Out-State","Applicant","Denied","","","",1
2018-02-26,2020,"NJROH","Out-State","Applicant","Incomplete","","","",1
2018-02-26,2020,"NJROH","Out-State","Applicant","Withdrawn (After Admitted)","","","",1
2018-02-26,2020,"NJROH","Out-State","Inquiry","","","","",8
2018-02-26,2020,"NJROH","Out-State","Inquiry","Withdrawn (After Admitted)","","","",1
2018-02-26,2020,"NJROH","Out-State","Lead","","","","",1
2018-02-26,2020,"NJROH","Out-State","Lead","","","","PSROG-2020-02",1
2018-02-26,2020,"NJROH","Out-State","Lead","","","","PSROH-2020-02",1
2018-02-26,2020,"NSRIG","In-State","Applicant","Admitted (Not Confirmed)","","","",1
2018-02-26,2020,"NSRIG","In-State","Lead","","NSRIH-2020-02","","",1
2018-02-26,2020,"NSROG","Out-State","Lead","","","","",2
2018-02-26,2020,"PJRIG","In-State","Inquiry","Withdrawn (After Admitted)","","","",1
2018-02-26,2020,"PJRIG","In-State","Lead","","","","",1
2018-02-26,2020,"PJROG","Out-State","Lead","","","","",5
2018-02-26,2020,"PJROH","Out-State","Lead","","","","",2
2018-02-26,2020,"PSROH","Out-State","Applicant","Enrolled","","","",1
2018-02-26,2020,"PSROH","Out-State","Applicant","Withdrawn (After Admitted)","","","",1
2018-02-26,2020,"PSROH","Out-State","Inquiry","","","","",1
2018-02-26,2020,"PSROH","Out-State","Lead","","","","",1
2018-02-26,2020,"Track Recruit","Out-State","Inquiry","","","","",1
2018-02-26,2021,"","Out-State","Inquiry","","","","",2
2018-02-26,2021,"NJRIG","In-State","Inquiry","","","","",1
2018-02-26,2021,"NJROG","Out-State","Applicant","Incomplete","","","",1
2018-02-26,2021,"NJROG","Out-State","Lead","","","","PJROA-2020-02",1
2018-02-26,2021,"NJROG","Out-State","Lead","","","","PJROH-2020-02",1
2018-02-26,2021,"NJROG","Out-State","Lead","","NJROG-2020-02","","",1
2018-02-26,2021,"NJROH","Out-State","Applicant","Incomplete","","","",1
2018-02-26,2021,"NJROH","Out-State","Inquiry","","","","",1
2018-02-26,2021,"NJROH","Out-State","Lead","","","","PJROG-2020-02",1
2018-02-26,2021,"NJROH","Out-State","Lead","","","CSROG-2020-06","",1
2018-02-26,2021,"NJROH","Out-State","Lead","","","CSROH-2020-06","",1
2018-02-26,2021,"NJROH","Out-State","Lead","","NJROG-2020-02","","",2
2018-02-26,2021,"PJRIG","In-State","Lead","","","","",1
2018-02-26,2021,"PJROG","Out-State","Lead","","","","",1
2018-02-26,2021,"PSRIG","In-State","Applicant","Incomplete","","","",1
2018-02-26,2022,"","Out-State","Inquiry","","","","",1
2018-02-26,2022,"NJROH","Out-State","Inquiry","","","","",1
2018-02-26,2023,"NJROG","Out-State","Lead","","","CPHOH-2020-06","",1
2018-10-18,0,"","Out-State","Inquiry","","","","",1
2018-10-18,0,"PSRIG","In-State","Inquiry","","","","",2
2018-10-18,2018,"PSROG","Out-State","Lead","","","","",1
2018-10-18,2018,"PSROH","Out-State","Lead","","","","",2
2018-10-18,2019,"","In-State","Applicant","USM Graduate Enrolled","","","",1
2018-10-18,2019,"","In-State","Applicant","Withdrawn (Before Decision)","","","",5
2018-10-18,2019,"","In-State","Inquiry","","","","",3
2018-10-18,2019,"","Out-State","Applicant","Enrolled","","","",1
2018-10-18,2019,"","Out-State","Applicant","Withdrawn (Before Decision)","","","",3
2018-10-18,2019,"","Out-State","Inquiry","","","","",2
2018-10-18,2019,"NSRIG","In-State","Applicant","Withdrawn (After Confirmed)","","","",1
2018-10-18,2019,"NSRIG","In-State","Lead","","","","",8
2018-10-18,2019,"NSRIH","In-State","Applicant","Confirmed","","","",1
2018-10-18,2019,"NSRIH","In-State","Applicant","Denied","","","",1
2018-10-18,2019,"NSRIH","In-State","Applicant","Enrolled","","","",1
2018-10-18,2019,"NSRIH","In-State","Applicant","Withdrawn (After Admitted)","","","",7
2018-10-18,2019,"NSRIH","In-State","Applicant","Withdrawn (Before Decision)","","","",1
2018-10-18,2019,"NSRIH","In-State","Lead","","","","",80
2018-10-18,2019,"NSROG","Out-State","Applicant","Denied","","","",1
2018-10-18,2019,"NSROG","Out-State","Applicant","Withdrawn (After Admitted)","","","",1
2018-10-18,2019,"NSROG","Out-State","Applicant","Withdrawn (Before Decision)","","","",1
2018-10-18,2019,"NSROG","Out-State","Inquiry","","","","",1
2018-10-18,2019,"NSROG","Out-State","Lead","","","","",882
2018-10-18,2019,"NSROH","Out-State","Applicant","Enrolled","","","",3
2018-10-18,2019,"NSROH","Out-State","Applicant","Withdrawn (After Admitted)","","","",6
2018-10-18,2019,"NSROH","Out-State","Inquiry","","","","",9
2018-10-18,2019,"NSROH","Out-State","Lead","","","","",1624
2018-10-18,2019,"NSROH","Out-State","Lead","Enrolled","","","",1
2018-10-18,2019,"PSRIG","In-State","Applicant","Confirmed","","","",3
2018-10-18,2019,"PSRIG","In-State","Applicant","Denied","","","",7
2018-10-18,2019,"PSRIG","In-State","Applicant","Enrolled","","","",20
2018-10-18,2019,"PSRIG","In-State","Applicant","Withdrawn (After Admitted)","","","",53
2018-10-18,2019,"PSRIG","In-State","Applicant","Withdrawn (After Confirmed)","","","",4
2018-10-18,2019,"PSRIG","In-State","Applicant","Withdrawn (Before Decision)","","","",9
2018-10-18,2019,"PSRIG","In-State","Inquiry","","","","",35
2018-10-18,2019,"PSRIG","In-State","Inquiry","","NSRIH-2020-02","","",1
2018-10-18,2019,"PSRIG","In-State","Inquiry","Withdrawn (After Admitted)","","","",1
2018-10-18,2019,"PSRIG","In-State","Lead","","","","",978
2018-10-18,2019,"PSRIG","In-State","Lead","","NSRIH-2020-02","","",2
2018-10-18,2019,"PSRIG","In-State","Lead","Withdrawn (After Admitted)","","","",1
2018-10-18,2019,"PSRIG","Out-State","Lead","","","","",39
2018-10-18,2019,"PSROG","Out-State","Applicant","Denied","","","",1
2018-10-18,2019,"PSROG","Out-State","Applicant","Withdrawn (After Admitted)","","","",8
2018-10-18,2019,"PSROG","Out-State","Applicant","Withdrawn (After Confirmed)","","","",1
2018-10-18,2019,"PSROG","Out-State","Applicant","Withdrawn (Before Decision)","","","",9
2018-10-18,2019,"PSROG","Out-State","Inquiry","","","","",15
2018-10-18,2019,"PSROG","Out-State","Lead","","","","",2153
2018-10-18,2019,"PSROG","Out-State","Lead","Withdrawn (Before Decision)","","","",1
2018-10-18,2019,"PSROH","In-State","Applicant","Enrolled","","","",1
2018-10-18,2019,"PSROH","Out-State","Applicant","Admitted (Not Confirmed)","","","",1
2018-10-18,2019,"PSROH","Out-State","Applicant","Confirmed","","","",1
2018-10-18,2019,"PSROH","Out-State","Applicant","Denied","","","",1
2018-10-18,2019,"PSROH","Out-State","Applicant","Enrolled","","","",11
2018-10-18,2019,"PSROH","Out-State","Applicant","Withdrawn (After Admitted)","","","",77
2018-10-18,2019,"PSROH","Out-State","Applicant","Withdrawn (Before Decision)","","","",37
2018-10-18,2019,"PSROH","Out-State","Inquiry","","","","",79
2018-10-18,2019,"PSROH","Out-State","Inquiry","Withdrawn (After Admitted)","","","",2
2018-10-18,2019,"PSROH","Out-State","Lead","","","","",31025
2018-10-18,2019,"PSROH","Out-State","Lead","",";NJROH-2020-04;NJROH-2020-04;NJROH-2020-04","","",1
2018-10-18,2019,"PSROH","Out-State","Lead","","NJROG-2020-02","","",1
2018-10-18,2019,"PSROH","Out-State","Lead","","NJROH-2020-02","","",3
